following_error_abs_pulse,motor_temp_c,drive_temp_c,vibration_rms_g,bearing_bpfo_amp,bearing_bpfi_amp,torque_error_nm,current_rms_a,network_jitter_ms,ethercat_sync_error_us,digital_twin_pos_residual,digital_twin_speed_residual,health_index,rul_sec
109.68272896157123,60.78258036617314,50.66724319351918,0.17211798197556846,0.4737656411608001,0.3944875823554951,0.35485977955345854,4.863375181130335,0.6803182920235671,11.164629732644961,77.34987906743505,147.86163757785002,62.20381472906119,103.45661676259769
116.24606555091975,60.117386612618596,53.87580519039813,0.17311942408590392,0.4288883770696688,0.3827356660480523,0.4032742062305337,5.202872692375895,0.6794689111732715,10.304255299394091,81.87424972081465,155.53103136337887,61.12506479892445,104.45414701776544
119.9400560144394,54.03512022937493,56.2579030410089,0.1790339260958838,0.4425499657150918,0.39016291584957014,0.34448068518045144,5.012393636232009,0.760372080239704,10.117734257988607,73.21325012771452,151.1141022504913,68.18393629712952,99.44869461599755
109.73312509439532,56.51026817190133,49.594121982879706,0.17852176405892617,0.4740089833133291,0.39290502446797204,0.37904775059396717,5.067181912690895,0.7279797878780988,9.532225261791405,82.54762711982292,150.92661973784365,63.99380940323837,98.47270518823716
108.80421233707644,58.856996588950835,55.32417848074821,0.1793097849625298,0.4522620127251097,0.40974878158134936,0.35733517514247054,4.792019083638289,0.6708164071420133,9.54270951653566,78.21029251685775,150.06618187338498,63.216919697396314,97.57712344756906
115.31014825701851,61.015057844435546,53.23619221465246,0.18147064495418735,0.4277320138361238,0.3719345806775428,0.3696876057307123,5.029981566070527,0.7379325395036198,9.962278194583746,77.66359697404644,146.53709820617917,66.6597828248363,108.81110382150146
110.29233005294601,57.8597873953032,53.89488238199515,0.1900635105690728,0.4579153328879377,0.37196738012553016,0.35665921910962906,5.334723162095987,0.7457885028091359,10.250017605913005,82.38301417363587,142.30114101698356,62.993442001443036,104.88086659013061
114.0669820780768,60.29039873293304,53.499932196983366,0.17755555740302623,0.46598133174955503,0.3788733062937756,0.3534677611272103,5.022447087055038,0.6420474577437341,10.110496923073784,77.63266450940696,156.0023187674216,63.18799076989223,100.94513742409961
118.00706137550912,59.20118278226795,51.48379190289457,0.18090304632383572,0.44437157207236727,0.4135766579250838,0.32322575547093074,4.691365443424589,0.7178908797225555,9.655809325447509,82.26963787398012,144.77284437275028,65.77738431294354,105.5197137196785
112.80086249115595,57.651903478349,51.123914006167105,0.18401370090738312,0.45505378154353854,0.37835693107138024,0.3620896468422884,5.03921469848152,0.7224927268148069,10.62178310155641,80.57104794700834,152.0244316903961,63.863086307970505,101.49149389605344
115.44147220382446,61.23347810068612,56.721119315738356,0.17788611662805387,0.4394051453612032,0.4199806018467311,0.3173338114435645,4.815940885768816,0.7039962061440421,10.582567627481277,82.50796690378364,152.66276694113873,65.83971238113263,100.72075365238014
98.34772004011624,57.599046234357054,49.71139527294967,0.17749746632214258,0.47587157537357,0.4119816921180477,0.35123325013419077,4.947054753284821,0.647511815292549,9.955615100176654,83.47525198449063,158.74116617389691,67.0630297873238,100.89853706421954
